17.0	22.0	0.77272725	1.2941177	0.29411766	1.5294118	0.0	0.0	-14.5766	72253.3	1.94217E7	-72.2751	1928.55	2764.84	1.2941177	3.5882354	1.7058823	1.2352941	1.0588236	0.7647059	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.11764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11764706	0.09090909	0.0	0.4117647	0.3181818	1.2941177	0.0	0.3181818	0.0	-13.8595	5.88807	0.0	0.0	0.18181819	0.09090909	0.0	0.0	0.0	
33.0	39.0	0.84615386	1.1818181	0.18181819	1.6666666	0.0	0.0	-0.94377	8.78557	0.0	-122.018	1985.07	2451.21	1.56	5.3333335	2.2424242	1.5757576	1.1212121	0.90909094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.18181819	0.0	0.15384616	0.42424244	0.20512821	2.0681818	0.0	0.53846157	0.0	-32.8434	6.95246	0.0	0.0	0.2820513	0.102564104	0.0	0.0	0.0	
57.0	67.0	0.8507463	1.1754386	0.1754386	1.4385965	0.0	0.0	-41.8422	949412.0	9412330.0	-237.431	6753.58	7803.93	1.8108108	4.0350876	1.8421053	1.5087719	1.1754386	0.9122807	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.10526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526316	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.04477612	0.10526316	0.08955224	0.0	0.36842105	0.31343284	1.1754385	0.0	0.40298507	0.0	-64.5385	14.9083	0.0	0.0	0.17910448	0.11940298	0.0	0.0	0.0	
13.0	14.0	0.9285714	1.0769231	0.07692308	1.3076923	0.0	0.0	-0.94377	8.78557	0.0	-48.016	2689.76	4937.85	1.1666666	5.769231	3.0	1.6153846	0.9230769	0.46153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.071428575	0.0	0.0	0.0	0.15384616	0.071428575	2.153846	0.0	0.64285713	0.0	-15.8425	11.3806	0.0	0.0	0.2857143	0.21428572	0.0	0.0	0.0	
40.0	43.0	0.9302326	1.075	0.075	1.775	0.0	0.0	-0.94377	8.78557	0.0	-111.929	882.071	1059.53	1.1944444	5.85	2.45	1.575	1.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.023255814	0.05	0.0	0.046511628	0.225	0.13953489	1.6124998	0.0	0.60465115	0.0	-35.5678	7.37066	0.0	0.0	0.27906978	0.11627907	0.0	0.0	0.0	
33.0	34.0	0.9705882	1.030303	0.030303031	1.6666666	0.0	0.0	-0.94377	8.78557	0.0	-119.523	5433.71	7171.06	1.1724138	5.7272725	2.4242425	1.6363636	1.2121212	0.6969697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.029411765	0.0	0.0	0.0	0.18181819	0.1764706	1.030303	0.0	0.6764706	0.0	-35.9033	11.3757	0.0	0.0	0.32352942	0.1764706	0.0	0.0	0.0	
28.0	34.0	0.8235294	1.2142857	0.21428572	1.8571428	0.0	0.0	-0.94377	8.78557	0.0	-106.267	3485.23	4617.19	1.1724138	5.285714	2.7857144	2.0	1.5	0.71428573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.071428575	0.029411765	0.029411765	0.2857143	0.1764706	1.6190476	0.0	0.5	0.0	-31.0802	8.20583	0.0	0.0	0.2647059	0.0882353	0.0	0.0	0.0	
46.0	58.0	0.79310346	1.2608696	0.26086956	1.5217391	0.0	0.0	-14.5766	72253.3	1.94217E7	-167.718	1943.5	2261.29	1.2888889	6.7391305	2.652174	1.7826087	1.173913	0.5869565	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.04347826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04347826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.04347826	0.03448276	0.0	0.19565217	0.1724138	1.1347826	0.0	0.4827586	0.0	-48.6029	8.26104	0.0	0.0	0.22413793	0.15517241	0.0	0.0	0.0	
11.0	16.0	0.6875	1.4545455	0.45454547	1.6363636	0.0	0.0	-0.94377	8.78557	0.0	-60.2954	5867.67	10464.0	1.2307693	3.909091	2.0	1.4545455	1.2727273	0.8181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909	0.0625	1.4545455	0.0	0.5625	0.0	-14.7563	8.36117	0.0	0.0	0.375	0.1875	0.0	0.0	0.0	
15.0	17.0	0.88235295	1.1333333	0.13333334	1.5333333	0.0	0.0	-0.94377	8.78557	0.0	-50.8882	1515.36	2469.16	1.3076923	4.6	1.8	1.4666667	1.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.1764706	0.0	0.0	0.0	0.26666668	0.1764706	1.5111111	0.0	0.5294118	0.0	-15.7115	8.39858	0.0	0.0	0.3529412	0.11764706	0.0	0.0	0.0	
